ID	type	row.type	AEZ_type	AEZ31	region	zone	LON	LAT	Cluster	Axis1	Axis2	Axis3	species	accession	accession_name	Founder	Family
B_68	landrace	Irregular	NA	NA	NA	NA	NA	NA	6	0.426247026	-0.565734502	-1.047607379	Hordeum vulgare L. vulgare	18294-A	238360	NA	NA
B_69	landrace	Six-rowed	M	M4	Amhara	DEBUB GONDAR	38.2	11.516667	4	1.322459054	0.381423876	-0.454090417	Hordeum vulgare L. vulgare	18294-C	241788	NA	NA
B_7	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	4	2.259247966	0.015880435	0.13389766	Hordeum vulgare L. vulgare	229796	15284	NA	NA
B_70	landrace	Two-rowed	M	M4	Amhara	DEBUB GONDAR	38.133333	11.783333	5	-0.61269449	-1.28435257	2.611729932	Hordeum vulgare L. vulgare	18302-A	242069	NA	NA
B_71	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.638889	13.508333	8	0.479447554	-2.169902198	-1.586386656	Hordeum vulgare L. vulgare	18304-C	242571	NA	NA
B_72	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.59	13.869444	8	0.76925394	-2.675224087	-1.379870943	Hordeum vulgare L. vulgare	18318-B	242574	NA	NA
B_73	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	8	0.811924836	-3.279250778	-1.6886842	Hordeum vulgare L. vulgare	18330-A	242578	NA	NA
B_74	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	8	0.793726364	-3.310359642	-1.707088941	Hordeum vulgare L. vulgare	18330-B	242582	NA	NA
B_75	landrace	Two-rowed	M	M3	Amhara	DEBUB WELLO	39.366667	11.483333	8	0.778078982	-3.245806099	-1.680634308	Hordeum vulgare L. vulgare	18330-D	243566	NA	NA
B_76	landrace	Two-rowed	M	M3	Amhara	DEBUB GONDAR	37.816667	12.116667	5	-0.621341108	-1.365009021	3.048514119	Hordeum vulgare L. vulgare	18356-A	243611	NA	NA
B_77	landrace	Two-rowed	SH	SH2	Amhara	AGEW AWI	36.633333	10.65	5	-0.681869537	-1.005213446	2.103198487	Hordeum vulgare L. vulgare	18378-B	243614	NA	NA
B_78	landrace	Two-rowed	SH	SH3	Oromia	MISRAK WELLEGA	36.6	9.05	5	-0.595532312	-1.095751179	2.373543415	Hordeum vulgare L. vulgare	18382-A	1611-A	NA	NA
B_79	landrace	Six-rowed	H	H3	Oromia	ARSSI	39.916667	8.433333	10	-0.501916518	-0.195310095	-0.786897127	Hordeum vulgare L. vulgare	24612-B	1740-A	NA	NA
B_8	landrace	Two-rowed	SH	SH4	Oromia	BALE	39.026389	6.861111	6	-0.369620663	0.502217702	-0.289487195	Hordeum vulgare L. vulgare	232216	16727	NA	NA
B_80	landrace	Six-rowed	M	M2	Oromia	MIRAB SHEWA	37.966667	9.8	7	-0.37513422	0.655499224	-0.060453879	Hordeum vulgare L. vulgare	24617-A	1773-B	NA	NA
B_81	landrace	Six-rowed	M	M2	Oromia	MIRAB SHEWA	37.966667	9.8	7	-0.317488781	0.917952952	-0.171033203	Hordeum vulgare L. vulgare	24620-A	1773-C	NA	NA
B_82	landrace	Six-rowed	M	M3	Amhara	MISRAK GOJAM	37.9	11.116667	2	0.945107808	1.391938407	0.763899357	Hordeum vulgare L. vulgare	24622-B	3514-A	NA	NA
B_83	landrace	Two-rowed	M	M3	Amhara	MISRAK GOJAM	37.9	11.116667	5	-0.598147129	-1.135639393	2.276528403	Hordeum vulgare L. vulgare	24626-B	3514-C	NA	NA
B_84	landrace	Six-rowed	H	H4	Oromia	ARSSI	39.583333	8.066667	5	-0.603395124	-1.145374421	2.999553196	Hordeum vulgare L. vulgare	24628-A	3545-C	NA	NA
B_85	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	24639-A	3545-D	NA	NA
B_86	landrace	Two-rowed	M	M3	Amhara	DEBUB GONDAR	38.566667	11.6	10	-0.054533599	-1.1355174	-0.619978152	Hordeum vulgare L. vulgare	24639-B	4051-A	NA	NA
B_87	landrace	Six-rowed	M	M3	Amhara	DEBUB GONDAR	38.566667	11.6	10	-0.617522584	-0.060173824	-1.009227615	Hordeum vulgare L. vulgare	24641-A	4051-C	NA	NA
B_89	landrace	Irregular	M	M3	Oromia	MISRAK WELLEGA	37.333333	9.183333	7	-0.623422583	0.975720277	-0.026306448	Hordeum vulgare L. vulgare	24956-A	4492-D	NA	NA
B_9	landrace	Two-rowed	SH	SH4	SNNP	GURAGE	38.550833	8.411111	5	-0.712790604	-0.362148716	1.813075797	Hordeum vulgare L. vulgare	232356	16753	NA	NA
B_90	landrace	Two-rowed	SH	SH4	Oromia	MISRAK WELLEGA	37.1	9.366667	5	-0.699174142	-0.516544977	1.111227799	Hordeum vulgare L. vulgare	24965-A	4540-A	NA	NA
B_92	landrace	Two-rowed	SM	SM4	Tigray	MISRAKAWI	39.451111	14.311111	8	0.519894094	-2.095083322	-1.26066732	Hordeum vulgare L. vulgare	24967-C	15273-A	NA	NA
B_93	landrace	Six-rowed	SH	SH4	Oromia	BALE	39.0275	6.869167	7	-0.412568961	0.757244855	-0.002537777	Hordeum vulgare L. vulgare	24974-A	16726-A	NA	NA
B_94	landrace	Six-rowed	SH	SH4	SNNP	GURAGE	38.089722	7.984167	3	-0.620136876	1.290128168	-0.076808458	Hordeum vulgare L. vulgare	24985-B	16737-B	NA	NA
B_96	landrace	Two-rowed	SH	SH4	SNNP	GURAGE	38.1475	8.048889	7	-0.675978956	0.97209048	0.079253961	Hordeum vulgare L. vulgare	24987-B	16739-B	NA	NA
B_97	landrace	Six-rowed	SH	SH4	SNNP	GURAGE	38.1475	8.048889	7	0.517195971	1.229849062	-0.471760874	Hordeum vulgare L. vulgare	24988-A	16739-D	NA	NA
B_98	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	64003-A	16819-B	NA	NA
B_99	landrace	Six-rowed	M	M4	SNNP	GURAGE	38.458333	8.398056	7	-0.482661264	1.114749107	-0.61934921	Hordeum vulgare L. vulgare	64026-A	16858-A	NA	NA
